date,AAPL,MSFT,AMZN,GOOGL,META,TSLA,NVDA,JPM,V,JNJ
2018-03-15,42.514683,88.66465,79.116,57.5305,183.86,21.706667,61.72768,98.67573,119.15827,115.60878
2018-03-14,42.46471,88.35397,79.55,57.4445,184.19,21.775333,61.57914,98.427414,118.356865,114.96583
2018-03-13,42.828815,88.88118,79.409,56.9955,181.88,22.789333,61.32415,99.54055,118.955505,116.72959
2018-03-12,43.245274,91.102974,79.9195,58.2965,184.76,23.034,61.831654,100.74789,119.95968,115.235176
2018-03-09,42.831196,90.886444,78.9445,58.042,185.23,21.811333,60.734947,101.073265,120.220375,116.251724
2018-03-08,42.107742,88.90001,77.593,56.469,182.34,21.94,59.707554,98.2476,118.00927,114.73993
2018-03-07,41.653206,88.36339,77.25,55.752,183.71,22.153334,59.870945,98.23904,117.652016,112.11601
2018-03-06,42.043488,87.85501,76.882,55.045,179.78,21.88,59.95017,98.60722,116.88924,111.40356
2018-03-05,42.079185,88.15627,76.1805,54.738,180.4,22.223333,58.338524,98.5216,117.680984,112.76765
2018-03-02,41.93402,87.60082,75.0125,54.207,176.62,22.341333,58.558857,97.0317,116.60922,111.924866
2018-03-01,41.646065,87.41254,74.6725,53.5705,175.94,22.062,57.486904,97.12589,116.25197,110.586845
2018-02-28,42.388557,88.278656,75.6225,55.196,178.32,22.870667,59.910557,98.89835,118.70446,112.84584
2018-02-27,42.45281,88.68348,75.599,55.8755,181.46,23.399334,60.91567,100.491005,119.11965,114.40108
2018-02-26,42.590836,89.83203,76.0975,57.185,184.93,23.828,61.0444,101.69833,120.297615,114.74862
2018-02-23,41.765057,88.551674,75.0,56.4045,183.29,23.47,60.883484,100.44819,118.69481,113.98023
2018-02-22,41.05112,86.35812,74.267,55.495,178.99,23.078,59.947693,98.4531,116.23266,112.158554
2018-02-21,40.710815,86.13218,74.146,55.6875,177.91,22.22,59.752235,98.63291,116.28094,112.158554
2018-02-20,40.89644,87.290146,73.4175,55.1795,176.01,22.318,61.625137,98.22191,117.8065,112.98737
2018-02-16,41.034466,86.61231,72.4345,54.775,177.36,22.366,60.328705,98.19622,117.652016,114.955826
2018-02-15,41.167732,87.23366,73.088,54.568,179.96,22.271334,60.986816,98.90692,118.0672,113.29818
2018-02-14,39.8303,85.492004,72.5525,53.635,179.52,21.487333,59.72997,98.49591,116.46714,111.95135
2018-02-13,39.109226,84.18005,70.7255,52.707,173.15,21.577333,57.555225,96.26963,114.07668,112.20172
2018-02-12,38.72132,83.524086,69.3115,52.728,176.41,21.048666,56.417137,95.67881,114.19235,112.46936
2018-02-09,37.222065,82.633835,66.98,52.3135,176.11,20.694666,57.41915,94.22316,112.11999,111.830475
2018-02-08,36.77409,79.663216,67.525,50.3855,171.58,21.015333,53.816845,92.373634,109.74881,109.093636
2018-02-07,37.81462,83.97389,70.839,52.7705,180.18,23.0,56.607643,96.646385,115.32975,113.46222
2018-02-06,38.64183,85.58571,72.142,54.2215,185.31,22.264668,55.810978,95.99563,115.63819,113.81619
2018-02-05,37.0917,82.46516,69.5,53.1195,181.26,22.208666,52.871735,93.16139,112.07179,112.57296
2018-02-02,38.042164,86.00741,71.4975,55.96,190.28,22.916666,57.77542,97.853714,116.54425,118.86683
2018-02-01,39.76769,88.33143,69.5,59.0795,193.09,23.283333,59.50235,100.071434,121.18057,120.88708
2018-01-31,39.68473,89.034256,72.5445,59.111,186.89,23.620667,60.81363,99.04392,119.74438,119.30714
2018-01-30,39.575703,86.90703,71.891,58.8685,187.12,23.054667,60.051605,98.564415,119.08893,122.967766
2018-01-29,39.810352,88.01281,70.884,59.324,185.98,23.302,61.07341,99.49774,120.33235,124.04696
2018-01-26,40.651783,88.144005,70.1025,59.378,190.0,22.856667,60.202526,99.600494,121.75891,125.4715
2018-01-25,40.556976,86.52281,68.8975,59.107,187.48,22.509333,58.475597,99.06961,120.69863,124.66858
2018-01-24,41.294117,86.04489,67.8755,58.5645,186.55,23.059334,58.33952,99.04392,120.05282,122.65696
2018-01-23,41.96252,86.11986,68.127,58.8085,189.35,23.519333,59.108967,97.79378,120.14921,122.44975
2018-01-22,41.95304,85.8481,66.3655,58.208,185.37,23.437334,57.817482,97.89653,119.84077,127.89753
2018-01-19,42.29909,84.33936,64.729,57.175,181.29,23.334667,56.93175,96.76626,118.26962,127.22411
2018-01-18,42.488712,84.433075,64.666,56.7985,179.8,22.971333,55.52893,96.98032,118.66482,126.84423
2018-01-17,42.450787,84.47056,64.75,56.955,177.6,23.144,55.598206,96.74914,117.575615,126.896034
2018-01-16,41.76105,82.793144,65.243,56.535,178.39,22.670666,54.45764,96.13263,116.04303,126.792435
2018-01-12,41.974373,83.96452,65.26,56.5325,179.37,22.414667,55.16771,96.475136,115.75386,125.84274
2018-01-11,41.54536,82.54012,63.834,55.6025,187.77,22.53,55.43986,94.90817,115.512886,125.00529
2018-01-10,41.310707,82.29648,62.7165,55.507,187.84,22.32,55.340897,94.40298,114.68394,124.29733
2018-01-09,41.32019,82.67132,62.635,55.6395,187.87,22.246,54.910404,93.37546,114.80924,124.44411
2018-01-08,41.32493,82.72755,62.3435,55.7105,188.28,22.427334,54.925247,92.90452,115.03094,122.50156
2018-01-05,41.478992,82.6432,61.457,55.5145,186.85,21.105333,53.292336,92.76752,114.56827,122.34615
2018-01-04,41.01206,81.631134,60.4795,54.788,184.33,20.974667,52.84452,93.3669,111.88865,121.34466
2018-01-03,40.82244,80.91893,60.21,54.576,184.67,21.15,52.56742,92.05499,111.474174,121.35329
2018-01-02,40.82955,80.54409,59.4505,53.6605,181.42,21.368668,49.32139,91.96128,110.375336,120.205025
2017-12-29,40.111374,80.15988,58.4735,52.67,176.46,20.756666,47.874035,91.100876,109.90303,120.628075
2017-12-28,40.549866,80.32856,59.305,52.7975,177.92,21.024,48.838936,91.82498,110.221115,121.35329
2017-12-27,40.436092,80.31918,59.113,53.01,177.62,20.776,48.782032,91.33941,109.90303,121.36192
2017-12-26,40.42898,80.02869,58.838,53.2925,175.99,21.152666,48.84883,91.16903,108.910225,120.94751
2017-12-22,41.481365,80.13177,58.418,53.443,177.2,21.68,48.31195,91.53534,108.621056,120.97341
2017-12-21,41.481365,80.1224,58.738,53.5425,177.45,22.110666,48.465347,91.859055,108.351166,121.784966
2017-12-20,41.32493,80.141136,58.881,53.678,177.89,21.932,48.69049,90.419365,108.07163,121.87131
2017-12-19,41.369965,80.43164,59.369,53.989,179.51,22.073334,48.519775,90.734566,108.09091,122.406586
2017-12-18,41.815567,80.947044,59.529,54.2545,180.82,22.591333,48.962643,91.11791,109.450005,122.42385
2017-12-15,41.23486,81.38748,58.957,53.6,180.18,22.896667,47.394054,90.419365,109.71025,122.99367
2017-12-14,40.820072,79.36334,58.713,52.8735,178.39,22.526,46.134735,89.15857,108.84275,122.29435
2017-12-13,40.83192,79.98183,58.2065,52.5695,178.3,22.602,46.062984,89.882675,109.218666,123.36491
2017-12-12,40.69682,80.197365,58.254,52.4385,176.96,22.735332,47.21592,91.02421,109.36325,123.11454
2017-12-11,40.92673,79.86938,58.446,52.5985,179.04,21.927334,48.16103,89.97639,108.31261,121.854034
2017-12-08,40.144554,78.86668,58.1,52.469,179.0,21.008667,47.376736,90.24047,108.5343,121.37919
2017-12-07,40.132706,77.30171,57.9895,52.2285,180.14,20.749332,47.500443,89.1245,107.37763,120.87845
2017-12-06,40.059227,77.57347,57.6175,51.636,176.06,20.884,46.825012,89.38858,105.77757,121.784966
2017-12-05,40.208553,76.45832,57.0785,50.98,172.83,20.246666,46.448944,90.06158,104.659454,120.58491
2017-12-04,40.246475,75.98039,56.6975,50.5935,171.47,20.346666,46.181744,91.1094,103.55098,120.01509
2017-12-01,40.542755,78.96039,58.1175,51.2535,175.1,20.435333,48.90821,89.26932,106.73183,120.85255
2017-11-30,40.732372,78.876045,58.8375,51.8085,177.18,20.59,49.657867,89.03931,108.524666,120.29137
2017-11-29,40.170628,78.09825,58.0635,51.869,175.13,20.502666,48.596474,88.36632,105.89324,120.70577
2017-11-28,41.02154,79.54139,59.68,53.1645,182.42,21.17,52.131977,86.34734,109.26686,120.88708
2017-11-27,41.2633,78.59492,59.7915,53.6005,183.03,21.120667,52.9806,83.42537,108.32225,119.22944
2017-11-24,41.47188,78.023285,59.3,52.826,182.78,21.036667,53.678295,83.75761,107.927055,118.431366
2017-11-22,41.469513,77.88271,57.808,52.596,180.87,20.84,53.176052,84.030205,106.81857,117.81351
2017-11-21,41.03813,78.45435,56.9745,52.515,181.86,21.187334,53.415874,84.27725,107.42583,118.714554
2017-11-20,40.28914,77.339195,56.3155,51.733,178.74,20.582666,52.928814,84.345406,105.97999,118.36272
2017-11-17,40.329433,77.21737,56.494,51.7945,179.0,21.003334,52.256325,83.60426,105.85468,118.42279
2017-11-16,40.554604,77.96706,56.8645,52.4235,179.59,20.833334,52.318134,83.88539,107.01135,119.169365
2017-11-15,40.075817,77.760895,56.3345,51.8205,177.95,20.753334,51.915134,83.64686,106.082825,119.36674
2017-11-14,40.611492,78.36694,56.842,52.082,178.07,20.58,52.953537,82.86312,107.74744,119.70141
2017-11-13,41.23486,78.25506,56.4585,52.06,178.77,21.026667,52.570316,83.36574,107.18936,119.933105
2017-11-10,41.400776,78.19911,56.2675,52.2075,178.46,20.199333,53.438126,83.06757,107.65122,119.76148
2017-11-09,41.537754,78.404236,56.4565,52.386,179.3,20.199333,50.763004,83.1698,107.90139,120.43941
2017-11-08,41.622776,78.84246,56.644,52.9145,179.56,20.292667,51.7124,83.17832,108.21892,121.2718
2017-11-07,41.285053,78.57207,56.1585,52.6195,180.25,20.403334,52.421974,84.12392,107.85328,119.94169
2017-11-06,41.152798,78.758545,56.033,52.134,180.17,20.185333,51.8286,85.85325,107.689705,119.933105
2017-11-03,40.7395,78.45086,55.58,52.4995,178.92,20.406,51.5962,86.38994,107.15087,120.20771
2017-11-02,39.702705,78.36694,54.711,52.1485,178.92,19.950666,50.91629,86.543274,106.78523,120.07899
2017-11-01,39.414577,77.55577,55.184,52.13,182.66,21.405333,51.227814,85.97251,106.87183,120.121895
2017-10-31,39.922344,77.55577,55.264,51.652,180.06,22.102,51.13139,85.70843,105.82304,119.63276
2017-10-30,39.374428,78.21776,55.5425,51.6565,179.87,21.338667,50.39709,86.38994,105.88077,120.13906
2017-10-27,38.507683,78.14317,55.0475,51.6835,177.88,21.391333,49.90756,86.69662,105.56324,121.66654
2017-10-26,37.17568,73.43462,48.6215,49.571,170.63,21.744667,48.3821,86.67106,105.64983,121.69228
2017-10-25,36.939507,73.313416,48.6455,49.573,170.6,21.722666,47.880203,86.07474,105.40929,122.21575
2017-10-24,37.102463,73.52786,48.795,49.4245,171.8,22.489334,49.12134,85.97251,104.31238,121.5464
2017-10-23,36.882824,73.49989,48.315,49.277,171.27,22.468,48.61203,84.62653,103.46564,123.245514
2017-10-20,36.90172,73.48125,49.1455,50.2535,174.98,23.006666,48.681255,84.771355,103.48488,122.198586
2017-10-19,36.83795,72.6421,49.3305,50.092,174.56,23.454,48.90377,83.578705,102.974915,121.889656
2017-10-18,37.73068,72.36238,49.85,50.637,176.03,23.976667,48.849377,83.47648,103.72543,120.722595
2017-10-17,37.89836,72.343735,50.4565,50.55,176.11,23.716667,48.891407,83.161285,103.47526,120.816986
2017-10-16,37.759018,72.39968,50.317,50.4675,174.52,23.373333,48.935913,83.3487,104.206535,116.809494
2017-10-13,37.076485,72.250496,50.147,50.3935,173.74,23.704666,48.110134,81.66196,104.552925,117.075516
2017-10-12,36.842678,71.90552,50.0465,50.2825,172.55,23.712,47.229965,81.772705,104.02371,117.41877
2017-10-11,36.97257,71.252846,49.75,50.2825,172.74,23.64,47.207714,82.49681,104.34124,117.264305
2017-10-10,36.819057,71.13164,49.36,49.39,171.59,23.706,46.710766,82.74386,103.25395,114.90443
2017-10-09,36.80489,71.13164,49.5495,49.6155,172.5,22.862667,45.83554,82.1305,102.965294,114.518265
2017-10-06,36.677357,70.861244,49.479,49.682,172.23,23.792,44.824337,82.564964,102.69588,114.3209
2017-10-05,36.698612,70.833275,49.0425,49.2595,171.24,23.688667,44.6933,82.709785,102.224396,114.29515
2017-10-04,36.247524,69.639824,48.2725,48.339,168.42,23.667334,44.71802,81.61715,101.329544,114.03771
2017-10-03,36.483696,69.2389,47.855,48.604,169.96,23.209333,44.347164,82.45568,101.59896,113.35979
2017-10-02,36.325462,69.56523,47.9595,48.3735,169.47,22.768667,44.255688,82.02371,101.454636,112.60462
2017-09-29,36.398674,69.45335,48.0675,48.686,170.87,22.74,44.198822,80.897194,101.26219,111.56628
2017-09-28,36.20029,68.87527,47.82,48.2405,168.73,22.64,43.434856,80.78709,100.62714,111.10288
2017-09-27,36.424652,68.85662,47.5435,47.995,167.68,22.731333,43.447216,80.61768,99.96322,111.34316
2017-09-26,36.16723,68.30651,46.93,46.8715,164.21,23.016666,42.51513,79.36412,99.049126,112.36435
2017-09-25,35.555546,68.30651,46.9895,46.714,162.87,22.999332,42.27778,79.719864,99.12611,112.561714
2017-09-22,35.872013,69.37875,47.755,47.163,170.54,23.406,44.255688,80.321236,101.5701,112.75051
2017-09-21,36.22627,69.192276,48.2325,47.3775,171.11,24.432,44.690826,80.49064,101.329544,113.05943
2017-09-20,36.859207,69.87292,48.6605,47.377,172.17,24.927334,45.9468,80.12643,101.002396,114.3209
2017-09-19,37.487423,70.33911,48.493,46.843,172.52,25.006666,46.32013,79.567406,101.425766,116.03717
2017-09-18,37.47325,70.07804,48.7095,46.4875,170.01,25.666666,46.369576,78.70346,100.86769,116.17447
2017-09-15,37.759018,70.2179,49.3395,46.7645,171.64,25.320667,44.53012,77.602356,101.31992,115.3764
2017-09-14,37.381145,69.71441,49.6105,47.0065,170.96,25.176,41.8822,77.0518,102.07044,115.14471
2017-09-13,37.7047,70.124664,49.98,47.522,173.05,24.415333,42.12202,77.20427,101.829895,113.66013
2017-09-12,37.990467,69.6305,49.129,47.3325,172.96,24.183332,41.934116,76.98405,102.19553,113.8146
2017-09-11,38.141617,69.705086,48.898,47.1645,173.51,24.246,41.783302,76.052345,102.137794,114.31232
2017-09-08,37.463806,68.97783,48.295,47.0705,170.95,22.893333,40.470467,74.89195,100.48281,112.398674
2017-09-07,38.084934,69.313484,48.9735,47.4945,173.21,23.374,41.184986,74.98512,100.607895,113.43702
2017-09-06,38.238445,68.43704,48.39,47.101,172.09,22.968666,40.994614,76.32339,99.28006,112.13265
2017-09-05,38.278595,68.63284,48.2635,47.074,170.72,23.306,41.019337,75.815186,99.116486,111.471886
2017-09-01,38.743855,68.94053,48.9125,47.5995,172.02,23.693333,42.14427,77.67012,99.97284,112.44158
2017-08-31,38.732044,69.71441,49.03,47.762,171.97,23.726667,41.892086,76.98405,99.60721,113.591484
2017-08-30,38.578533,69.0058,48.3795,47.1815,169.92,23.545334,40.96247,77.33979,99.809265,112.47591
2017-08-29,38.474617,68.11071,47.703,46.7875,168.05,23.157333,40.720177,77.16192,99.847755,113.45418
2017-08-28,38.134533,67.90559,47.301,46.4065,167.24,23.044,40.78693,77.58542,99.857376,113.05086
2017-08-25,37.754295,67.89626,47.263,46.525,166.32,23.203333,40.500134,77.83105,99.443634,112.99937
2017-08-24,37.614956,67.775055,47.6225,46.8445,167.74,23.528667,40.841324,77.517654,99.31854,113.314865
2017-08-23,37.78264,67.803024,47.9,47.129,168.71,23.518,40.992138,77.64471,99.28006,113.23812
2017-08-22,37.7354,68.21327,48.345,47.02,169.64,22.756666,40.188614,77.55154,100.13641,114.858246
2017-08-21,37.128445,67.27156,47.6645,46.0435,167.78,22.524,39.314144,76.763824,99.31854,113.79237
2017-08-18,37.196934,67.58858,47.9235,46.309,167.41,23.164,39.894653,76.856995,98.63538,113.09316
2017-08-17,37.281956,67.50466,48.0285,46.383,166.91,23.461334,39.88724,76.78077,98.29861,113.44277
2017-08-16,38.011723,68.67014,48.909,47.2135,170.0,24.194,40.7963,78.00045,99.414764,114.40632
2017-08-15,38.165234,68.26922,49.137,46.904,171.0,24.155333,41.248356,78.542534,98.59339,113.73269
2017-08-14,37.751934,68.25066,49.165,46.9465,170.75,24.253334,41.599133,78.33925,97.86329,113.817955
2017-08-11,37.19221,67.23975,48.3995,46.5045,168.08,23.847666,38.52613,77.43296,96.1533,113.493935
2017-08-10,36.68208,66.228836,47.846,46.1795,167.4,23.693333,40.69502,78.08515,95.5769,113.485405
2017-08-09,37.884037,67.21193,49.1005,47.004,171.18,24.235332,42.5156,79.22013,96.99868,113.60478
2017-08-08,37.653526,67.50871,49.492,47.2095,171.23,24.348,42.06848,79.34718,97.29649,112.786194
2017-08-07,37.3548,67.14701,49.6135,47.2875,171.98,23.678,42.574883,79.63516,97.49823,113.28928
2017-08-04,36.785576,67.40669,49.379,47.2895,169.62,23.794,41.305172,79.330246,96.92183,113.56215
2017-08-03,36.592697,66.915146,49.346,47.015,168.59,23.139334,41.124844,78.34772,96.63363,113.70711
2017-08-02,36.961987,67.017166,49.7945,47.382,169.3,21.726,40.60856,78.864395,97.29649,112.6924
2017-08-01,35.2943,67.31395,49.8095,47.328,169.86,21.304667,40.63326,78.79663,96.90262,112.99084
2017-07-31,34.983814,67.42524,49.389,47.275,169.25,21.564667,40.14415,77.75482,95.64414,113.16991
2017-07-28,35.164932,67.74057,51.002,47.9165,172.45,22.338,40.60856,77.31438,95.25027,112.42806
2017-07-27,35.41426,67.85187,52.3,47.6255,170.44,22.297333,39.95394,77.54307,95.65375,111.55831
2017-07-26,36.09639,68.67729,52.64,48.2655,165.61,22.923334,41.31752,77.86493,96.8834,111.66063
2017-07-25,35.927032,68.80714,51.9935,48.4515,165.28,22.64,40.845703,78.60182,96.05723,112.45364
2017-07-24,35.774143,68.25994,51.9475,49.9155,166.0,22.834667,41.043324,77.31438,96.42228,113.41719
2017-07-21,35.346046,68.43616,51.2835,49.692,164.43,21.893333,41.525024,76.98405,95.68257,115.37839
2017-07-20,35.362514,68.83495,51.435,49.6095,164.53,21.994667,41.37681,77.24662,94.251175,116.45279
2017-07-19,35.52246,68.501076,51.3435,49.6385,164.14,21.684,40.783947,77.24662,94.385666,115.29312
2017-07-18,35.301357,67.981705,51.2225,49.3475,162.86,21.882668,40.996387,77.136505,93.74202,114.653595
2017-07-17,35.179043,68.028076,50.502,48.798,159.73,21.304667,40.573975,77.40755,93.021515,112.68387
2017-07-14,35.056732,67.499435,50.0905,48.8455,159.97,21.852,40.74689,78.13597,93.117584,113.06758
2017-07-13,34.758007,66.56271,50.0315,48.4425,159.26,21.560667,39.67974,78.85592,92.16652,112.436584
2017-07-12,34.280514,65.9877,50.3255,48.383,158.9,21.968,40.14415,78.35619,92.39708,112.75208
2017-07-11,34.23112,64.911865,49.7065,47.6765,155.27,21.814667,38.50637,78.62723,91.65737,111.89939
2017-07-10,34.120567,64.90259,49.8235,47.55,153.5,21.07,37.967854,78.93215,91.34995,112.17225
2017-07-07,33.913578,64.42032,48.938,47.0405,151.44,20.881332,36.253494,79.49117,90.225975,113.01642
2017-07-06,33.572514,63.594894,48.257,46.3845,148.82,20.588667,35.44325,79.09308,89.58232,112.99937
2017-07-05,33.892406,64.06789,48.57,46.613,150.34,21.806,35.33703,79.34718,90.31243,113.954384
2017-07-03,33.753628,63.223915,47.683,45.973,148.43,23.508,34.418095,78.55947,89.67839,113.323395
2017-06-30,33.875942,63.928772,48.4,46.484,150.98,24.107334,35.710037,77.000916,90.09148,112.803246
2017-06-29,33.795967,63.5207,48.7965,46.891,151.04,24.05,36.233734,76.790306,90.70631,113.10169
2017-06-28,34.301685,64.73565,49.5165,48.0505,153.24,24.749332,37.486153,75.66983,92.445114,114.10787
2017-06-27,33.807728,64.18846,48.839,47.4045,150.58,24.158,36.20903,74.17867,91.16743,115.12258
2017-06-26,34.29933,65.41268,49.699,48.6045,153.59,25.166,37.584965,73.496284,91.47484,116.25667
2017-06-23,34.40753,66.04335,50.187,49.3045,155.07,25.563334,37.999966,73.17615,91.82068,116.33341
2017-06-22,34.254642,65.16228,50.065,48.831,153.4,25.507334,39.121464,73.31094,90.25479,116.009384
2017-06-21,34.311092,65.17155,50.1115,48.9295,153.91,25.093334,39.393192,73.39519,90.82159,115.037315
2017-06-20,34.108807,64.83767,49.6295,48.4495,152.25,24.816,38.80527,73.73217,90.66788,114.44895
2017-06-19,34.421646,65.72802,49.7585,48.761,152.87,24.653334,38.862087,74.195526,91.06175,114.321045
2017-06-16,33.464314,64.92114,49.3855,47.931,150.64,24.76,37.45404,72.60327,90.46614,114.5598
2017-06-15,33.93945,64.82839,48.2085,48.009,149.8,25.022667,37.63931,72.93183,90.46614,113.44277
2017-06-14,34.14409,65.17155,48.8235,48.3965,150.25,25.377333,37.47874,73.36991,91.57091,113.21254
2017-06-13,34.48045,65.52398,49.0395,48.525,150.68,25.063334,37.399693,73.52155,91.34035,112.57302
2017-06-12,34.205246,64.7171,48.2455,48.0905,148.44,23.934,37.046448,73.277245,89.822495,112.40248
2017-06-09,35.042618,65.21792,48.9155,48.506,149.6,23.821333,36.955048,73.26039,90.8408,112.1552
2017-06-08,36.456272,66.72966,50.5135,50.214,154.71,24.666666,39.509293,71.56705,92.31062,111.31956
2017-06-07,36.545654,67.13773,50.5035,50.0795,153.12,23.976667,36.836475,70.69089,92.31062,111.4901
2017-06-06,36.329254,67.2583,50.15,49.834,152.81,23.523333,36.39677,69.89055,92.02242,111.55831
2017-06-05,36.206944,67.03571,50.567,50.194,153.63,23.154667,36.562275,69.74733,92.75253,111.15754
2017-06-02,36.564472,66.553444,50.3365,49.806,153.61,22.656666,35.482773,69.620964,92.36826,110.918785
2017-06-01,36.03053,65.013885,49.7975,49.4145,151.53,22.691334,35.660633,69.97479,91.64776,109.81028
2017-05-31,35.93174,64.77275,49.731,49.3545,151.46,22.734,35.65816,69.20815,91.48445,109.35835
2017-05-30,36.145786,65.30139,49.835,49.8085,152.38,22.34,35.786617,70.682465,90.99451,108.38628
2017-05-26,36.13167,64.88404,49.789,49.6635,152.13,21.676,35.038128,71.91245,90.94647,108.224266
2017-05-25,36.19283,64.56871,49.669,49.593,151.96,21.122,34.153774,71.90403,91.30192,108.74441
2017-05-24,36.068165,63.780384,49.0175,48.8805,150.04,20.681334,34.230354,72.20731,91.08096,108.01589
2017-05-23,36.176365,63.69691,48.577,48.5275,148.07,20.257334,33.849934,72.24944,90.168335,108.02436
2017-05-22,36.221054,63.4836,48.5335,48.2035,148.24,20.69,34.31187,71.35643,89.63996,107.80411
2017-05-19,36.002304,62.77874,47.992,47.7325,148.06,20.722,33.595497,71.42383,88.84261,107.58386
2017-05-18,35.87999,62.79729,47.9245,47.525,147.66,20.870667,32.83791,70.73301,88.1029,107.55845
2017-05-17,35.341343,62.583977,47.238,47.1085,144.85,20.407333,31.517681,70.99417,88.150925,107.30431
2017-05-16,36.569176,64.37395,48.3035,48.2305,149.78,21.134,33.760834,73.80799,89.32564,108.23614
2017-05-15,36.623276,63.110447,47.8985,47.961,150.19,21.058666,33.143906,73.58053,89.40235,107.575386
2017-05-12,36.71736,63.064335,48.0675,47.757,150.33,21.654,31.559631,73.22669,88.92288,104.73755
2017-05-11,36.211647,63.138115,47.381,47.7945,150.04,21.54,31.21662,73.42889,88.31874,104.364815
2017-05-10,35.902424,63.92204,47.4475,47.742,150.29,21.681334,29.930939,73.65635,88.462585,104.03444
2017-05-09,36.073433,63.673027,47.641,47.8355,150.48,21.417334,25.402678,73.08347,88.22285,104.37328
2017-05-08,35.84386,63.5808,47.452,47.9345,151.06,20.479334,25.360727,73.378334,88.14613,104.40717
2017-05-05,34.895115,63.636135,46.7075,47.514,150.24,20.556667,25.629707,73.29409,88.30915,104.62742
2017-05-04,34.325867,63.460907,46.8765,47.736,150.85,19.697332,25.62724,73.378334,88.8174,105.00015
2017-05-03,34.450024,63.70992,47.0515,47.4225,151.8,20.734667,25.725948,73.29409,88.64478,104.47494
2017-05-02,34.55544,63.912815,47.347,46.8545,152.78,21.259333,25.535934,72.87286,88.74068,104.788376
2017-05-01,34.33758,64.01427,47.4115,46.641,152.46,21.522,26.315733,73.344635,87.51323,104.48341
2017-04-28,33.651203,63.138115,46.2495,46.226,150.25,20.938,25.738287,73.29409,87.47488,104.59354
2017-04-27,33.684,62.962883,45.919,44.572,147.7,20.575333,26.068962,73.80799,87.83927,104.82226
2017-04-26,33.65823,62.55709,45.4645,44.457,146.56,20.678,25.669191,74.49881,88.05024,104.62742
2017-04-25,33.85735,62.64009,45.381,44.442,146.49,20.919333,25.846867,74.35559,88.32833,104.559654
2017-04-24,33.64886,62.28041,45.3705,43.9465,145.47,20.535334,25.405146,73.715324,88.07901,104.10221
2017-04-21,33.327927,61.238255,44.9265,42.9475,143.68,20.373333,25.091745,71.20479,87.407745,103.144966
2017-04-20,33.367752,60.40822,45.103,43.004,143.8,20.167334,24.988102,72.072525,87.407745,103.23815
2017-04-19,32.955456,59.983974,44.96,42.8255,142.27,20.368,24.598202,71.15424,86.06522,102.81459
2017-04-18,33.07727,60.306767,45.189,42.6995,140.96,20.016666,24.50196,71.743965,86.04604,103.19579
2017-04-17,33.224854,60.38977,45.0995,42.7565,141.42,20.096,24.487154,72.33369,86.122765,106.49955
2017-04-13,33.042133,59.90097,44.2335,42.009,139.39,20.266666,23.564228,71.10369,85.22135,105.88116
2017-04-12,33.217827,60.159206,44.8115,42.073,139.58,19.789333,24.013353,71.94615,85.039154,106.22847
2017-04-11,33.178,60.38977,45.118,41.994,139.92,20.580667,24.213238,72.22417,85.20218,105.228874
2017-04-10,33.538757,60.435886,45.352,42.085,141.04,20.826,24.126867,72.35053,85.21176,105.33053
2017-04-07,33.578583,60.574223,44.744,42.105,140.78,20.169333,24.758604,72.60327,85.096695,105.82185
2017-04-06,33.653545,60.62034,44.914,42.25475,141.17,19.913334,24.864716,72.85601,85.43232,105.931984
2017-04-05,33.737877,60.46355,45.464,42.4455,141.85,19.666666,24.684572,72.611694,85.37479,105.7202
2017-04-04,33.91357,60.62034,45.3415,42.6285,141.73,20.246666,24.869652,73.55525,85.13505,105.618546
2017-04-03,33.662914,60.45433,44.5755,42.8375,142.28,19.901333,26.745115,73.31233,85.69124,105.62702
2017-03-31,33.653545,60.74023,44.327,42.39,142.05,18.553333,26.88084,73.58038,85.22135,105.50842
2017-03-30,33.716797,60.60189,43.817,42.474,142.41,18.528,26.996822,74.5772,85.355606,105.60161
2017-03-29,33.761303,60.38055,43.716,42.4935,142.65,18.492,26.488474,73.94058,85.51862,105.82185
2017-03-28,33.68634,60.214542,42.8,42.0315,141.76,18.496666,26.574842,74.21701,85.46109,106.44872
2017-03-27,33.002308,60.03931,42.341,41.9255,140.32,18.014668,26.713036,73.07778,85.29807,106.56732
2017-03-24,32.946087,59.92864,42.2805,41.757,140.34,17.544,26.520554,73.11967,85.52821,106.29624
2017-03-23,33.011677,59.82719,42.369,41.9825,139.53,16.985332,26.42678,73.20344,85.21176,106.65203
2017-03-22,33.128807,59.974754,42.403,42.49,139.59,17.000668,26.668617,73.32071,84.88573,106.95699
2017-03-21,32.75868,59.2185,42.16,42.507,138.51,16.712,26.13559,73.20344,84.44461,107.79564
2017-03-20,33.138176,59.882526,42.8485,43.3955,139.94,17.461334,27.009161,75.41486,85.51862,108.49027
2017-03-17,32.79382,59.82719,42.6155,43.6185,139.84,17.433332,26.175074,75.95935,86.53511,108.481804
2017-03-16,32.957798,59.61507,42.671,43.5,139.99,17.47,25.617369,76.763504,86.343315,108.82065
2017-03-15,32.90392,59.71652,42.6485,43.4195,139.72,17.048666,25.306437,76.8389,86.22825,109.24421
2017-03-14,32.55956,59.40295,42.6265,43.2955,139.32,17.2,25.116423,76.65461,85.873436,107.62621
2017-03-13,32.608753,59.67963,42.7295,43.229,139.6,16.411333,25.133698,76.52896,86.410446,107.31278
